ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language
376,Pink Noise Sleep Optimization,Ten-hour pink noise scientifically optimized for deep sleep and memory consolidation.,https://www.youtube.com/watch?v=ZXtimhT-ff4,Audio,sleep|pink-noise|deep-sleep|optimization,calm,all,Relaxing White Noise,English
377,Manipal International University Counselling,Manipal International University counselling unit for student mental health services.,https://www.miuc.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MIU,English
377,Manipal International University Counselling,Manipal International University counselling unit for student mental health services.,https://www.miuc.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MIU,English
378,Radical Self-Acceptance,Guide to practicing radical self-acceptance for improved self-esteem and reduced anxiety.,https://www.psychologytoday.com/us/blog/pieces-mind/201208/radical-self-acceptance,Article,self-acceptance|self-esteem|dbt|compassion,supportive,all,Psychology Today,English
378,Radical Self-Acceptance,Guide to practicing radical self-acceptance for improved self-esteem and reduced anxiety.,https://www.psychologytoday.com/us/blog/pieces-mind/201208/radical-self-acceptance,Article,self-acceptance|self-esteem|dbt|compassion,supportive,all,Psychology Today,English
379,Study Music Baroque Period,Three-hour Baroque classical music for optimal studying and information retention.,https://www.youtube.com/watch?v=r7p16EoqMTk,Audio,studying|baroque|classical|retention,calm,students,HALIDONMUSIC,English
379,Study Music Baroque Period,Three-hour Baroque classical music for optimal studying and information retention.,https://www.youtube.com/watch?v=r7p16EoqMTk,Audio,studying|baroque|classical|retention,calm,students,HALIDONMUSIC,English
380,Putra Business School Counselling,Putra Business School counselling services for graduate students mental health support.,https://www.putrabusinessschool.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,PBS,English
380,Putra Business School Counselling,Putra Business School counselling services for graduate students mental health support.,https://www.putrabusinessschool.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,PBS,English
381,Inner Child Healing Work,Introduction to inner child work for healing childhood wounds and emotional patterns.,https://www.psychologytoday.com/us/blog/the-dance-connection/201703/healing-the-inner-child,Article,inner-child|healing|trauma|therapy,supportive,all,Psychology Today,English
381,Inner Child Healing Work,Introduction to inner child work for healing childhood wounds and emotional patterns.,https://www.psychologytoday.com/us/blog/the-dance-connection/201703/healing-the-inner-child,Article,inner-child|healing|trauma|therapy,supportive,all,Psychology Today,English
382,Zen Garden Meditation Sounds,Hour-long peaceful Zen garden sounds with water and bamboo for meditation.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|zen|peaceful|nature,calm,all,Meditative Mind,English
382,Zen Garden Meditation Sounds,Hour-long peaceful Zen garden sounds with water and bamboo for meditation.,https://www.youtube.com/watch?v=jXdvGYYGqtw,Audio,meditation|zen|peaceful|nature,calm,all,Meditative Mind,English
383,MAHSA University Dental Counselling,MAHSA University Faculty of Dentistry counselling for dental students.,https://mahsa.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MAHSA Dental,English
383,MAHSA University Dental Counselling,MAHSA University Faculty of Dentistry counselling for dental students.,https://mahsa.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MAHSA Dental,English
384,Understanding Self-Sabotage,Exploring patterns of self-sabotage their origins and strategies to break the cycle.,https://www.psychologytoday.com/us/blog/shrink/201208/5-ways-stop-self-sabotaging,Article,self-sabotage|patterns|awareness|change,informative,all,Psychology Today,English
384,Understanding Self-Sabotage,Exploring patterns of self-sabotage their origins and strategies to break the cycle.,https://www.psychologytoday.com/us/blog/shrink/201208/5-ways-stop-self-sabotaging,Article,self-sabotage|patterns|awareness|change,informative,all,Psychology Today,English
385,Ambient Rainfall Study Focus,Four-hour ambient rainfall sounds to enhance focus and block study distractions.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,studying|rain|focus|ambient,calm,students,Relaxing White Noise,English
385,Ambient Rainfall Study Focus,Four-hour ambient rainfall sounds to enhance focus and block study distractions.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,studying|rain|focus|ambient,calm,students,Relaxing White Noise,English
386,Asia Pacific Institute Counselling,Asia Pacific Institute of Information Technology counselling for student support.,https://apiit.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,APIIT,English
386,Asia Pacific Institute Counselling,Asia Pacific Institute of Information Technology counselling for student support.,https://apiit.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,APIIT,English
387,Reparenting Yourself,Guide to reparenting techniques for healing attachment wounds and meeting emotional needs.,https://www.psychologytoday.com/us/blog/evolution-the-self/202201/re-parenting-yourself,Article,reparenting|inner-child|healing|attachment,supportive,all,Psychology Today,English
387,Reparenting Yourself,Guide to reparenting techniques for healing attachment wounds and meeting emotional needs.,https://www.psychologytoday.com/us/blog/evolution-the-self/202201/re-parenting-yourself,Article,reparenting|inner-child|healing|attachment,supportive,all,Psychology Today,English
388,Deep Sleep Delta Waves,Eight-hour delta brain waves audio for deepest sleep stage and full restoration.,https://www.youtube.com/watch?v=o-jTRSd17pM,Audio,sleep|delta-waves|deep-sleep|restoration,calm,all,Meditative Mind,English
388,Deep Sleep Delta Waves,Eight-hour delta brain waves audio for deepest sleep stage and full restoration.,https://www.youtube.com/watch?v=o-jTRSd17pM,Audio,sleep|delta-waves|deep-sleep|restoration,calm,all,Meditative Mind,English
389,Malaysia Institute Psychotherapy,Malaysian Institute of Integrative Psychotherapy training and resources directory.,https://www.miip.com.my/,Article,therapy|training|malaysia|psychotherapy,informative,all,MIIP,English
389,Malaysia Institute Psychotherapy,Malaysian Institute of Integrative Psychotherapy training and resources directory.,https://www.miip.com.my/,Article,therapy|training|malaysia|psychotherapy,informative,all,MIIP,English
390,Shadow Work Introduction,Understanding shadow work for integrating rejected parts of self and personal growth.,https://www.psychologytoday.com/us/blog/the-empowerment-diary/202108/shadow-work-101,Article,shadow-work|integration|growth|self-awareness,informative,all,Psychology Today,English
390,Shadow Work Introduction,Understanding shadow work for integrating rejected parts of self and personal growth.,https://www.psychologytoday.com/us/blog/the-empowerment-diary/202108/shadow-work-101,Article,shadow-work|integration|growth|self-awareness,informative,all,Psychology Today,English
391,Binaural Study Focus 40Hz,Two-hour 40Hz gamma binaural beats for peak concentration and cognitive performance.,https://www.youtube.com/watch?v=O-6f5wQXSu8,Audio,focus|binaural|gamma-waves|studying,calm,students,Meditative Mind,English
391,Binaural Study Focus 40Hz,Two-hour 40Hz gamma binaural beats for peak concentration and cognitive performance.,https://www.youtube.com/watch?v=O-6f5wQXSu8,Audio,focus|binaural|gamma-waves|studying,calm,students,Meditative Mind,English
392,Taylors Lakeside Campus Counselling,Taylor's Lakeside Campus counselling center for student mental health services.,https://www.taylors.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Taylor's Lakeside,English
392,Taylors Lakeside Campus Counselling,Taylor's Lakeside Campus counselling center for student mental health services.,https://www.taylors.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Taylor's Lakeside,English
393,Nervous System Reset Practices,Daily practices to regulate and reset nervous system for improved mental health.,https://www.psychologytoday.com/us/blog/the-athletes-way/202011/8-ways-regulate-your-nervous-system,Article,nervous-system|regulation|practices|daily,supportive,all,Psychology Today,English
393,Nervous System Reset Practices,Daily practices to regulate and reset nervous system for improved mental health.,https://www.psychologytoday.com/us/blog/the-athletes-way/202011/8-ways-regulate-your-nervous-system,Article,nervous-system|regulation|practices|daily,supportive,all,Psychology Today,English
394,Soft Jazz for Studying,Three-hour smooth jazz music for relaxed focused studying and stress reduction.,https://www.youtube.com/watch?v=Dx5qFachd3A,Audio,studying|jazz|focus|relaxation,calm,students,Cafe Music BGM,English
394,Soft Jazz for Studying,Three-hour smooth jazz music for relaxed focused studying and stress reduction.,https://www.youtube.com/watch?v=Dx5qFachd3A,Audio,studying|jazz|focus|relaxation,calm,students,Cafe Music BGM,English
395,National Defence University Counselling,National Defence University of Malaysia counselling for cadet mental health support.,https://www.upnm.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UPNM,English
395,National Defence University Counselling,National Defence University of Malaysia counselling for cadet mental health support.,https://www.upnm.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UPNM,English
396,Boundaries with Family,Specific strategies for setting and maintaining healthy boundaries with family members.,https://www.psychologytoday.com/us/blog/tech-support/202012/how-set-boundaries-your-family,Article,boundaries|family|relationships|communication,supportive,young_adults,Psychology Today,English
396,Boundaries with Family,Specific strategies for setting and maintaining healthy boundaries with family members.,https://www.psychologytoday.com/us/blog/tech-support/202012/how-set-boundaries-your-family,Article,boundaries|family|relationships|communication,supportive,young_adults,Psychology Today,English
397,Night Ocean with Stars Sleep,Ten-hour peaceful night ocean waves under starry sky for deep sleep.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,sleep|ocean|night|stars,calm,all,Relaxing White Noise,English
397,Night Ocean with Stars Sleep,Ten-hour peaceful night ocean waves under starry sky for deep sleep.,https://www.youtube.com/watch?v=3eYwHghWoZ8,Audio,sleep|ocean|night|stars,calm,all,Relaxing White Noise,English
